International Designator,National Designator,Name of Space Object,State/Organization,Date of Launch,GSO Location,UN Registered,Registration Document,Other Documents,Status,Date of Decay or Change,Function of Space Object,Secretariat`s Remarks,External website,_year
[2025-299AD],,?[STARLINK 36214],[USA],[2025-12-15],,No,,,[in orbit],,------,Not registered with the United Nations.,,2025
[2025-299AE],,?[STARLINK 36194],[USA],[2025-12-15],,No,,,[in orbit],,------,Not registered with the United Nations.,,2025
[2025-301B],,?[KUIPER-00164],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301A],,?[KUIPER-00144],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301AA],,?[KUIPER-00252],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301AB],,?[KUIPER-00261],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301AC],,?[KUIPER-00265],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301W],,?[KUIPER-00248],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301X],,?[KUIPER-00249],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301Y],,?[KUIPER-00250],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301Z],,?[KUIPER-00251],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301S],,?[KUIPER-00241],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301M],,?[KUIPER-00196],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301N],,?[KUIPER-00204],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301P],,?[KUIPER-00210],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301Q],,?[KUIPER-00221],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301R],,?[KUIPER-00232],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301T],,?[KUIPER-00245],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301U],,?[KUIPER-00246],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301V],,?[KUIPER-00247],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301J],,?[KUIPER-00187],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301C],,?[KUIPER-00175],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301D],,?[KUIPER-00179],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301F],,?[KUIPER-00183],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301G],,?[KUIPER-00184],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301H],,?[KUIPER-00186],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301K],,?[KUIPER-00188],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301E],,?[KUIPER-00181],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-301L],,?[KUIPER-00191],[USA],[2025-12-15],,No,,,[in orbit],,,Not registered with the United Nations.,,2025
[2025-298AA],,?[STARLINK 36193],[USA],[2025-12-14],,No,,,[in orbit],,------,Not registered with the United Nations. Date of launch is 2025-12-14 using UTC.,,2025
[2025-298T],,?[STARLINK 35792],[USA],[2025-12-14],,No,,,[in orbit],,------,Not registered with the United Nations. Date of launch is 2025-12-14 using UTC.,,2025
