International Designator,National Designator,Name of Space Object,State/Organization,Date of Launch,GSO Location,UN Registered,Registration Document,Other Documents,Status,Date of Decay or Change,Function of Space Object,Secretariat`s Remarks,External website,_year
2020-088AD,,Starlink 1862 ,USA,11/25/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1302,[deorbited],6/14/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2020
2020-088AS,,Starlink 1877 ,USA,11/25/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1302,[deorbited],6/21/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2020
2020-088R,,Starlink 1849 ,USA,11/25/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1302,[deorbited],6/4/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2020
2020-087A,,Chang'E 5 [CHANG'E 5 ORBITER],China,11/23/2020,,Yes,ST/SG/SER.E/1033,,[in Sun L1],,Deep-space exploration,------,,2020
[2020-087*],, [CHANG'E 5 LANDER],[China],[2020-11-23],,No,,,[on Moon],,------,Not registered with the United Nations. International Designator pending assignment.,,2020
[2020-086A],, [S6 MICHAEL FREILICH],[(for ESA)],[2020-11-21],,No,,,[in orbit],,------,Not registered with the United Nations.,,2020
2020-085AG,NZ-2020-33,SpaceBEENZ 1 ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/976,ST/SG/SER.E/1138,[decayed],3/7/2023,Technology demonstration/communications,------,Link,2020
2020-085P,NZ-2020-38,SpaceBEENZ 6 ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/976,ST/SG/SER.E/1138,[decayed],4/12/2023,Technology demonstration/communications,------,Link,2020
2020-085AE,NZ-2020-34,SpaceBEENZ 2 ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/976,ST/SG/SER.E/1138,[decayed],3/15/2023,Technology demonstration/communications,------,Link,2020
2020-085K,NZ-2020-35,SpaceBEENZ 3 ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/976,ST/SG/SER.E/1138,[decayed],[2023-03-22],Technology demonstration/communications,------,Link,2020
2020-085L,NZ-2020-36,SpaceBEENZ 4 ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/976,ST/SG/SER.E/1138,[decayed],3/28/2023,Technology demonstration/communications,------,Link,2020
2020-085N,NZ-2020-37,SpaceBEENZ 5 ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/976,ST/SG/SER.E/1138,[decayed],4/5/2023,Technology demonstration/communications,------,Link,2020
2020-085D,NZ-2020-27,APSS 1 QuakeTEC ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/1040,ST/SG/SER.E/1190,[decayed],1/30/2024,Payload - technology demonstration,------,,2020
2020-085AA,,Spacebee 22 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1086,decayed,10/22/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085G,,Spacebee 36 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1086,decayed,10/29/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085AH,,Spacebee 23 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1086,decayed,10/28/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085F,,Spacebee 35 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1086,decayed,10/22/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085E,,Spacebee 34 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1086,decayed,10/12/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085AF,,Spacebee 39 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/29/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085J,,Spacebee 38 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/18/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085H,,Spacebee 37 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/18/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085AD,,Spacebee 26  ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/16/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085AB,,Dragracer 1 (Alchemy) ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1024,decayed,7/19/2021,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 & ST/SG/SER.E/1040.,,2020
2020-085T,,SpaceBEE 32 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1096,decayed,12/14/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Name of space object amended by State of registry in ST/SG/SER.E/1041. Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085S,,SpaceBEE 29 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/24/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Name of space object amended by State of registry in ST/SG/SER.E/1041. Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085W,,SpaceBEE 30 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/29/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Name of space object amended by State of registry in ST/SG/SER.E/1041. Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085Y,,Spacebee 25 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1086,decayed,10/27/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085U,,Spacebee 31 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1096,decayed,12/3/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085X,,Spacebee 27 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/5/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085V,,Spacebee 28 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/21/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085Z,,Spacebee 24 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/16/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,,2020
2020-085R,,Spacebee 33 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1096,decayed,12/14/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976.,,2020
2020-085C,,Corvus BC5 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1213,decayed,3/28/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 & ST/SG/SER.E/1190.,,2020
2020-085AC,,Dragracer 2 (Augury)  ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/976,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976.,,2020
2020-085Q,,BRO 3 ,France,11/20/2020,,Yes,ST/SG/SER.E/982,ST/SG/SER.E/1273,[decayed],1/23/2024,Unseenlabs maritime surveillance,Mentioned by New Zealand in ST/SG/SER.E/976 & ST/SG/SER.E/1190.,,2020
2020-085M,,BRO 2 ,France,11/20/2020,,Yes,ST/SG/SER.E/982,ST/SG/SER.E/1273,[decayed],11/27/2024,Unseenlabs maritime surveillance,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1245.,,2020
2020-084A,,Dragon Resilience ,USA,11/16/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1010,[recovered],5/2/2021,Reusable space transportation systems,Notification by Australia under the Rescue Agreement of the recovery of three component parts of the trunk section of the space object in A/AC.105/1281.,,2020
2020-083A,,USA 310 ,USA,11/13/2020,,Yes,ST/SG/SER.E/967,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2020
2020-082A,,Tiantong 1 ,China,11/12/2020,,Yes,ST/SG/SER.E/1033,,in GSO,,Communications satellite,------,,2020
2020-081C,,KSM1 c ,Luxembourg,11/7/2020,,Yes,ST/SG/SER.E/1043,A/AC.105/INF/445,in orbit,,Passive geolocation of radio transmissions in order to provide radio frequency scouting data in relation to maritime activities,Previously registered under resolution 1721B (XVI) in A/AC.105/INF/445.,,2020
2020-081B,,KSM1 d ,Luxembourg,11/7/2020,,Yes,ST/SG/SER.E/1043,A/AC.105/INF/445,in orbit,,Passive geolocation of radio transmissions in order to provide radio frequency scouting data in relation to maritime activities,Previously registered under resolution 1721B (XVI) in A/AC.105/INF/445.,,2020
2020-081K,,KSM1 b ,Luxembourg,11/7/2020,,Yes,ST/SG/SER.E/1043,A/AC.105/INF/445,in orbit,,Passive geolocation of radio transmissions in order to provide radio frequency scouting data in relation to maritime activities,Previously registered under resolution 1721B (XVI) in A/AC.105/INF/445.,,2020
2020-081H,,KSM1 a ,Luxembourg,11/7/2020,,Yes,ST/SG/SER.E/1043,A/AC.105/INF/445,in orbit,,Passive geolocation of radio transmissions in order to provide radio frequency scouting data in relation to maritime activities,Previously registered under resolution 1721B (XVI) in A/AC.105/INF/445.,,2020
2020-080A,,Tianqi 11 ,China,11/7/2020,,Yes,ST/SG/SER.E/1033,,in orbit,,The Apocalypse Constellation 11 is equipped with a multiband Internet of things payload system that will provide support for users to conduct narrow-band space-based Internet of things business-level scenario applications,------,,2020
2020-081F,,Lemur 2 Wallace ,USA,11/7/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1229,decayed,9/13/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2020
2020-081E,,Lemur 2 Jindra ,USA,11/7/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1229,decayed,9/4/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2020
[2020-081J],, [R2],[(for Lithuania)],[2020-11-07],,No,,,[in orbit],,------,Not registered with the United Nations.,,2020
2020-081A,,EOS 01 [(RISAT 2BR2)],India,11/7/2020,,Yes,ST/SG/SER.E/1005,,in orbit,,Earth observation,------,,2020
2020-081G,,Lemur 2 Jeremiah ,USA,11/7/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1242,decayed,11/5/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2020
2020-081D,,Lemur 2 Ozarak ,USA,11/7/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1239,decayed,10/14/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2020
2020-079L,,Tianyan 05 [UESTC TEST SATELLITE],China,11/6/2020,,Yes,ST/SG/SER.E/1033,,[decayed],[2023-08-08],Remote-sensing imaging satellite,------,,2020
2020-079E,2020-079E,Nusat 14  [(HEDY)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-09-06],Earth observation,------,,2020
2020-079N,,BY70-3 ,China,11/6/2020,,Yes,ST/SG/SER.E/1033,,in orbit,,Popularize space science education and scientific experiments,------,,2020
2020-079D,2020-079D,Nusat 15  [(KATHERINE)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-09-19],Earth observation,------,,2020
2020-079A,2020-079A,Nusat 12  [(DOROTHY)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-09-28],Earth observation,------,,2020
2020-079P,2020-079P,Nusat 16 [(LISE)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-09-22],Earth observation,------,,2020
2020-079B,,Nusat 9  [(ALICE)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-10-04],Earth observation,------,,2020
2020-079J,2020-079J,Nusat 17 [(MARY)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-10-13],Earth observation,------,,2020
2020-079C,2020-079C,Nusat 11  [(CORA)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-10-11],Earth observation,------,,2020
2020-079K,2020-079K,Nusat 18 [(VERA)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-10-21],Earth observation,------,,2020
2020-079G,2020-079G,Nusat 13  [(EMMY)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-10-21],Earth observation,------,,2020
2020-079M,,Beihangkongshi 1 ,China,11/6/2020,,Yes,ST/SG/SER.E/1033,,[decayed],[2023-12-05],Used for space science experiments and technological verification,------,,2020
2020-079F,2020-079F,Nusat 10  [(CAROLINE)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-10-31],Earth observation,------,,2020
1998-067RX,,DESCENT ,Canada,11/5/2020,,Yes,ST/SG/SER.E/996,,[decayed],[2022-06-19],"The DESCENT mission will demonstrate the ability to de-orbit spacecraft using an electrodynamic tether. It consists of two 1U cubesats attached with a 100 m long tether. Once in space, the two cubes will separate and expedite the time of de-orbit",Date of launch used in the Online Index is date of deployment,,2020
1998-067RT,,NEUTRON 1 ,USA,11/5/2020,,Yes,ST/SG/SER.E/1058,ST/SG/SER.E/1076,decayed,6/25/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is date of deployment from the ISS.,,2020
1998-067RR,,SPOC ,USA,11/5/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1076,decayed,6/25/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is date of deployment from the ISS.,,2020
1998-067RS,,Bobcat 1 ,USA,11/5/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1071,decayed,4/9/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is date of deployment from the ISS.,,2020
2020-078A,,Navstar 80 (USA 309) ,USA,11/5/2020,,Yes,ST/SG/SER.E/967,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2020
[1998-067R*],, [SAT LLA],[(for Israel)],[2020-11-05],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment. Date of launch is date of deployment from the ISS.,,2020
1998-067RW,,"FM137, LEMUR 2 Baxter-Oliver, LEMUR 2 v4.7 ",Luxembourg,11/5/2020,,Yes,ST/SG/SER.E/1043,A/AC.105/INF/445,[decayed],[2021-12-20],Earth exploration and meteorology; testing of inter-satellite links,Previously registered under resolution 1721B (XVI) in A/AC.105/INF/445. Date of launch is date of deployment from the ISS.,,2020
1998-067RU,,"FM142, LEMUR 2 Djara, LEMUR 2 V4.8 ",Luxembourg,11/5/2020,,Yes,ST/SG/SER.E/1043,A/AC.105/INF/445,in orbit,,"Earth exploration and meteorology (AIS, ADS-B, GNSS-RO/R)",Previously registered under resolution 1721B (XVI) in A/AC.105/INF/445. Date of launch is date of deployment from the ISS.,,2020
2020-077H,,Flock EP 2 ,USA,10/28/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1186,decayed,11/1/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1166.,,2020
